city.name,species,diameter,climate,height,new.species
Bolzano,Prunus avium,22,Cfa,2.5,Prunus avium
Bolzano,Betula pendula,26,Cfa,7.5,Betula pendula
Bolzano,Magnolia grandiflora,75,Cfa,17.5,Magnolia grandiflora
Bolzano,Ostrya carpinifolia,34.06,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,36.61,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,31.83,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,36.92,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,32.79,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,44.25,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,33.1,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,36.92,Cfa,12.5,Ostrya carpinifolia
Bolzano,Acer campestre,35.65,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,12.41,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,23.24,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,34.38,Cfa,7.5,Acer campestre
Bolzano,Liquidambar styraciflua,19.42,Cfa,7.5,Liquidambar styraciflua
Bolzano,Sophora japonica,32.79,Cfa,12.5,Styphnolobium japonicum
Bolzano,Sophora japonica,31.83,Cfa,12.5,Styphnolobium japonicum
Bolzano,Celtis australis,60.48,Cfa,12.5,Celtis australis
Bolzano,Acer campestre,34.06,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,30.88,Cfa,7.5,Acer campestre
Bolzano,Robinia pseudoacacia,25.15,Cfa,7.5,Robinia pseudoacacia
Bolzano,Acer campestre,33.1,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,34.38,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,31.83,Cfa,7.5,Acer campestre
Bolzano,Acer campestre,36.29,Cfa,7.5,Acer campestre
Bolzano,Ostrya carpinifolia,37.88,Cfa,7.5,Ostrya carpinifolia
Bolzano,Platanus x hispanica,50.93,Cfa,12.5,Platanus hispanica
Bolzano,Acer campestre,45.52,Cfa,7.5,Acer campestre
Bolzano,Ostrya carpinifolia,25.15,Cfa,7.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,33.1,Cfa,7.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,20.69,Cfa,7.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,34.06,Cfa,7.5,Ostrya carpinifolia
Bolzano,Pyrus calleryana,23.55,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,27.06,Cfa,7.5,Pyrus calleryana
Bolzano,Celtis australis,57.61,Cfa,7.5,Celtis australis
Bolzano,Pyrus calleryana,26.1,Cfa,7.5,Pyrus calleryana
Bolzano,Quercus rubra,26.74,Cfa,7.5,Quercus rubra
Bolzano,Ostrya carpinifolia,25.78,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,36.29,Cfa,12.5,Ostrya carpinifolia
Bolzano,Cedrus deodara,54.11,Cfa,17.5,Cedrus deodara
Bolzano,Acer palmatum,8.28,Cfa,2.5,Acer palmatum
Bolzano,Ostrya carpinifolia,31.51,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,31.51,Cfa,12.5,Ostrya carpinifolia
Bolzano,Cedrus deodara,29.6,Cfa,12.5,Cedrus deodara
Bolzano,Ostrya carpinifolia,28.33,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,24.51,Cfa,12.5,Ostrya carpinifolia
Bolzano,Prunus cerasifera,37.56,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,38.2,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,24.83,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,28.01,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,23.24,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,29.28,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,21.01,Cfa,7.5,Prunus cerasifera
Bolzano,Prunus cerasifera,21.33,Cfa,7.5,Prunus cerasifera
Bolzano,Calocedrus decurrens,25.15,Cfa,7.5,Calocedrus decurrens
Bolzano,Ostrya carpinifolia,35.65,Cfa,12.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,40.11,Cfa,12.5,Ostrya carpinifolia
Bolzano,Magnolia kobus,7,Cfa,7.5,Magnolia kobus
Bolzano,Cedrus deodara,8.91,Cfa,7.5,Cedrus deodara
Bolzano,Carpinus betulus,5.73,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.09,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.09,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.41,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.73,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.09,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.73,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,4.77,Cfa,7.5,Carpinus betulus
Bolzano,Carpinus betulus,5.73,Cfa,7.5,Carpinus betulus
Bolzano,Magnolia kobus,7.96,Cfa,7.5,Magnolia kobus
Bolzano,Acer pseudoplatanus,45.2,Cfa,17.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,66.53,Cfa,17.5,Acer pseudoplatanus
Bolzano,Acer platanoides,20.69,Cfa,12.5,Acer platanoides
Bolzano,Acer pseudoplatanus,42.34,Cfa,17.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,31.51,Cfa,7.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,34.7,Cfa,12.5,Acer pseudoplatanus
Bolzano,Acer platanoides,17.19,Cfa,7.5,Acer platanoides
Bolzano,Acer pseudoplatanus,38.2,Cfa,12.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,11.78,Cfa,7.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,52.2,Cfa,12.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,51.88,Cfa,17.5,Acer pseudoplatanus
Bolzano,Platanus x hispanica,85.94,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,120,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,14.64,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.3,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,88.49,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,52.84,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,58.89,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.94,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,68.12,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,70.66,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.44,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,80.53,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,85.31,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,24.51,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.76,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.62,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,53.48,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,91.35,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,63.98,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,73.21,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,13.69,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,59.52,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,105.04,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.76,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.12,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,74.17,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,57.93,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,18.46,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,21.01,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,11,Cfa,7.5,Platanus hispanica
Bolzano,Acer pseudoplatanus,53.48,Cfa,12.5,Acer pseudoplatanus
Bolzano,Acer pseudoplatanus,53.16,Cfa,12.5,Acer pseudoplatanus
Bolzano,Tilia cordata,66.21,Cfa,12.5,Tilia cordata
Bolzano,Pinus nigra,45.2,Cfa,12.5,Pinus nigra
Bolzano,Pinus nigra,56.98,Cfa,12.5,Pinus nigra
Bolzano,Cedrus deodara,52.84,Cfa,12.5,Cedrus deodara
Bolzano,Quercus rubra,12.73,Cfa,7.5,Quercus rubra
Bolzano,Quercus rubra,12.73,Cfa,7.5,Quercus rubra
Bolzano,Quercus rubra,13.37,Cfa,7.5,Quercus rubra
Bolzano,Quercus rubra,14.64,Cfa,7.5,Quercus rubra
Bolzano,Arbutus unedo,22.92,Cfa,7.5,Arbutus unedo
Bolzano,Platanus x hispanica,110.14,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,108.86,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.3,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,106,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,28.01,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,102.81,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,28.01,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,7,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,62.39,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,65.57,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,8,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,111.73,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,18.78,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,32.15,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,83.72,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,89.13,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,112.05,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,121.59,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,114.91,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,104.72,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,23.24,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,69.71,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,111.41,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,83.72,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,17,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,79.58,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,107.59,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,80.21,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,84.03,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,33.74,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,100.9,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,98.99,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,77.35,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,137.83,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,106.32,Cfa,22.5,Platanus hispanica
Bolzano,Cornus mas,4.77,Cfa,2.5,Cornus mas
Bolzano,Tilia tomentosa,7.32,Cfa,2.5,Tilia tomentosa
Bolzano,Cornus mas,5.09,Cfa,2.5,Cornus mas
Bolzano,Tilia cordata,6.37,Cfa,2.5,Tilia cordata
Bolzano,Cornus mas,5.41,Cfa,2.5,Cornus mas
Bolzano,Ulmus pumila,77.03,Cfa,17.5,Ulmus pumila
Bolzano,Cornus mas,5.41,Cfa,2.5,Cornus mas
Bolzano,Ulmus pumila,69.39,Cfa,17.5,Ulmus pumila
Bolzano,Cornus mas,5.41,Cfa,2.5,Cornus mas
Bolzano,Koelreuteria paniculata,20.69,Cfa,7.5,Koelreuteria paniculata
Bolzano,Cornus mas,5.09,Cfa,2.5,Cornus mas
Bolzano,Koelreuteria paniculata,25.46,Cfa,7.5,Koelreuteria paniculata
Bolzano,Cornus mas,4.77,Cfa,2.5,Cornus mas
Bolzano,Koelreuteria paniculata,15.6,Cfa,2.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,18.14,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,16.87,Cfa,2.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,21.33,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,15.6,Cfa,2.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,15.28,Cfa,2.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,21.33,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,15.6,Cfa,2.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,23.24,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,19.74,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,19.1,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,17.19,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,17.83,Cfa,7.5,Koelreuteria paniculata
Bolzano,Koelreuteria paniculata,6.68,Cfa,2.5,Koelreuteria paniculata
Bolzano,Prunus cerasifera,16.23,Cfa,2.5,Prunus cerasifera
Bolzano,Prunus cerasifera,13.37,Cfa,2.5,Prunus cerasifera
Bolzano,Prunus cerasifera,9.55,Cfa,2.5,Prunus cerasifera
Bolzano,Cercis siliquastrum,28.65,Cfa,2.5,Cercis siliquastrum
Bolzano,Tilia cordata,20.37,Cfa,7.5,Tilia cordata
Bolzano,Platanus x hispanica,13.37,Cfa,2.5,Platanus hispanica
Bolzano,Platanus x hispanica,14.96,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,14.64,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,14.32,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,14.32,Cfa,7.5,Platanus hispanica
Bolzano,Parrotia persica,6.05,Cfa,7.5,Parrotia persica
Bolzano,Parrotia persica,5.73,Cfa,7.5,Parrotia persica
Bolzano,Liquidambar styraciflua,12.41,Cfa,7.5,Liquidambar styraciflua
Bolzano,Liquidambar styraciflua,18.78,Cfa,12.5,Liquidambar styraciflua
Bolzano,Lagerstroemia indica,6.68,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,7,Cfa,2.5,Lagerstroemia indica
Bolzano,Liquidambar styraciflua,12.73,Cfa,7.5,Liquidambar styraciflua
Bolzano,Liquidambar styraciflua,14.32,Cfa,7.5,Liquidambar styraciflua
Bolzano,Liquidambar styraciflua,14.96,Cfa,7.5,Liquidambar styraciflua
Bolzano,Liquidambar styraciflua,19.1,Cfa,7.5,Liquidambar styraciflua
Bolzano,Liquidambar styraciflua,15.6,Cfa,7.5,Liquidambar styraciflua
Bolzano,Magnolia obovata,7,Cfa,7.5,Magnolia obovata
Bolzano,Magnolia obovata,6.68,Cfa,7.5,Magnolia obovata
Bolzano,Magnolia obovata,6.05,Cfa,7.5,Magnolia obovata
Bolzano,Magnolia obovata,7.32,Cfa,7.5,Magnolia obovata
Bolzano,Magnolia obovata,6.68,Cfa,7.5,Magnolia obovata
Bolzano,Catasto in corso,9.87,Cfa,7.5,NA
Bolzano,Catasto in corso,14.96,Cfa,7.5,NA
Bolzano,Catasto in corso,12.73,Cfa,7.5,NA
Bolzano,Catasto in corso,8.28,Cfa,7.5,NA
Bolzano,Catasto in corso,11.14,Cfa,7.5,NA
Bolzano,Aesculus hippocastanum,16.23,Cfa,2.5,Aesculus hippocastanum
Bolzano,Lagerstroemia indica,5.41,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,11.14,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,7.32,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,12.41,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,10.82,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,14.01,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,4.14,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,11.14,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,5.73,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,8.59,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,8.28,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,7.64,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,8.28,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,11.78,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,8.91,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,5.09,Cfa,2.5,Lagerstroemia indica
Bolzano,Lagerstroemia indica,4.46,Cfa,2.5,Lagerstroemia indica
Bolzano,Betula pendula,14.64,Cfa,2.5,Betula pendula
Bolzano,Platanus x hispanica,70.35,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,29.92,Cfa,12.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.44,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,62.71,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,80.85,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.94,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,44.25,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,54.11,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,67.48,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,73.21,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,65.57,Cfa,22.5,Platanus hispanica
Bolzano,Tilia cordata,17.83,Cfa,7.5,Tilia cordata
Bolzano,Ostrya carpinifolia,8.28,Cfa,7.5,Ostrya carpinifolia
Bolzano,Ostrya carpinifolia,8.59,Cfa,7.5,Ostrya carpinifolia
Bolzano,Pyrus calleryana,12.1,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,14.01,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,14.96,Cfa,12.5,Pyrus calleryana
Bolzano,Pyrus calleryana,13.05,Cfa,12.5,Pyrus calleryana
Bolzano,Pyrus calleryana,11.46,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,10.19,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,12.73,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,10.19,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,13.69,Cfa,7.5,Pyrus calleryana
Bolzano,Pyrus calleryana,13.37,Cfa,12.5,Pyrus calleryana
Bolzano,Pyrus calleryana,14.32,Cfa,12.5,Pyrus calleryana
Bolzano,Tilia cordata,13.69,Cfa,12.5,Tilia cordata
Bolzano,Cupressus sempervirens,7.64,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,7.32,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,7.96,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,7.64,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,8.91,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,7,Cfa,7.5,Cupressus sempervirens
Bolzano,Cupressus sempervirens,8.28,Cfa,7.5,Cupressus sempervirens
Bolzano,Quercus palustris,35.65,Cfa,7.5,Quercus palustris
Bolzano,Magnolia x soulangiana,6.37,Cfa,2.5,Magnolia soulangeana
Bolzano,Tilia tomentosa,16.87,Cfa,7.5,Tilia tomentosa
Bolzano,Celtis australis,118.09,Cfa,22.5,Celtis australis
Bolzano,Acer palmatum,15.28,Cfa,2.5,Acer palmatum
Bolzano,Acer palmatum,13.05,Cfa,7.5,Acer palmatum
Bolzano,Punica granatum,14.64,Cfa,7.5,Punica granatum
Bolzano,Acer palmatum,11.46,Cfa,7.5,Acer palmatum
Bolzano,Catasto in corso,18.78,Cfa,7.5,NA
Bolzano,Acer campestre,7.32,Cfa,2.5,Acer campestre
Bolzano,Tilia cordata,16.23,Cfa,2.5,Tilia cordata
Bolzano,Acer platanoides,27.37,Cfa,7.5,Acer platanoides
Bolzano,Quercus robur,24.51,Cfa,7.5,Quercus robur
Bolzano,Acer rubrum,6.37,Cfa,2.5,Acer rubrum
Bolzano,Acer platanoides,27.06,Cfa,7.5,Acer platanoides
Bolzano,Acer rubrum,6.37,Cfa,2.5,Acer rubrum
Bolzano,Betula pendula,27.06,Cfa,7.5,Betula pendula
Bolzano,Acer rubrum,6.37,Cfa,2.5,Acer rubrum
Bolzano,Betula pendula,17.51,Cfa,7.5,Betula pendula
Bolzano,Ulmus pumila,39.79,Cfa,7.5,Ulmus pumila
Bolzano,Carpinus betulus,30.24,Cfa,7.5,Carpinus betulus
Bolzano,Ulmus pumila,53.79,Cfa,7.5,Ulmus pumila
Bolzano,Aesculus x carnea,17.51,Cfa,2.5,Aesculus carnea
Bolzano,Tilia cordata,17.51,Cfa,2.5,Tilia cordata
Bolzano,Aesculus x carnea,38.2,Cfa,2.5,Aesculus carnea
Bolzano,Tilia cordata,18.14,Cfa,2.5,Tilia cordata
Bolzano,Aesculus x carnea,26.1,Cfa,2.5,Aesculus carnea
Bolzano,Tilia cordata,21.96,Cfa,2.5,Tilia cordata
Bolzano,Tilia cordata,23.87,Cfa,2.5,Tilia cordata
Bolzano,Acer platanoides,35.33,Cfa,7.5,Acer platanoides
Bolzano,Prunus sp.,30.24,Cfa,2.5,Prunus
Bolzano,Tilia cordata,13.37,Cfa,2.5,Tilia cordata
Bolzano,Acer platanoides,42.02,Cfa,7.5,Acer platanoides
Bolzano,Tilia cordata,12.73,Cfa,2.5,Tilia cordata
Bolzano,Acer platanoides,18.14,Cfa,7.5,Acer platanoides
Bolzano,Ulmus pumila,82.12,Cfa,17.5,Ulmus pumila
Bolzano,Aesculus x carnea,20.05,Cfa,2.5,Aesculus carnea
Bolzano,Ulmus pumila,63.66,Cfa,17.5,Ulmus pumila
Bolzano,Acer pseudoplatanus,10.19,Cfa,2.5,Acer pseudoplatanus
Bolzano,Ulmus pumila,57.93,Cfa,17.5,Ulmus pumila
Bolzano,Acer platanoides,18.14,Cfa,7.5,Acer platanoides
Bolzano,Pyrus calleryana,28.65,Cfa,7.5,Pyrus calleryana
Bolzano,Acer platanoides,25.46,Cfa,7.5,Acer platanoides
Bolzano,Prunus sp.,28.01,Cfa,2.5,Prunus
Bolzano,Aesculus x carnea,13.05,Cfa,2.5,Aesculus carnea
Bolzano,Acer buergerianum,9.23,Cfa,7.5,Acer buergerianum
Bolzano,Sophora japonica,66.85,Cfa,12.5,Styphnolobium japonicum
Bolzano,Sophora japonica,69.07,Cfa,17.5,Styphnolobium japonicum
Bolzano,Sophora japonica,96.13,Cfa,17.5,Styphnolobium japonicum
Bolzano,Tilia americana,48.7,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,53.48,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,59.84,Cfa,17.5,Tilia americana
Bolzano,Platanus x hispanica,69.71,Cfa,17.5,Platanus hispanica
Bolzano,Tilia americana,49.66,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,43.61,Cfa,12.5,Tilia americana
Bolzano,Tilia americana,55.39,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,64.62,Cfa,17.5,Tilia americana
Bolzano,Tilia x vulgaris,44.56,Cfa,17.5,Tilia europaea
Bolzano,Tilia x vulgaris,57.93,Cfa,17.5,Tilia europaea
Bolzano,Lagerstroemia indica,15.28,Cfa,2.5,Lagerstroemia indica
Bolzano,Tilia x vulgaris,50.29,Cfa,17.5,Tilia europaea
Bolzano,Tilia cordata,38.2,Cfa,17.5,Tilia cordata
Bolzano,Tilia cordata,41.06,Cfa,17.5,Tilia cordata
Bolzano,Magnolia x soulangiana,14.64,Cfa,2.5,Magnolia soulangeana
Bolzano,Sophora japonica,43.61,Cfa,12.5,Styphnolobium japonicum
Bolzano,Tilia americana,39.15,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,54,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,39,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,56,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,37,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,38,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,50,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,75,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,46,Cfa,12.5,Tilia americana
Bolzano,Tilia americana,66,Cfa,17.5,Tilia americana
Bolzano,Tilia americana,45,Cfa,12.5,Tilia americana
Bolzano,Fraxinus excelsior,22,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,28,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,21,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,26,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,17,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,19,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,21,Cfa,7.5,Fraxinus excelsior
Bolzano,Magnolia x soulangiana,14,Cfa,2.5,Magnolia soulangeana
Bolzano,Fraxinus excelsior,22,Cfa,7.5,Fraxinus excelsior
Bolzano,Fraxinus excelsior,14,Cfa,7.5,Fraxinus excelsior
Bolzano,Platanus x hispanica,84.03,Cfa,17.5,Platanus hispanica
Bolzano,Fraxinus excelsior,18,Cfa,7.5,Fraxinus excelsior
Bolzano,Platanus x hispanica,9.87,Cfa,7.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.62,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,102.5,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,78.94,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,92.63,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,64.3,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,75.76,Cfa,17.5,Platanus hispanica
Bolzano,Platanus x hispanica,107.91,Cfa,27.5,Platanus hispanica
Bolzano,Platanus x hispanica,66.85,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,89.45,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,73.53,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,72.57,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,92.31,Cfa,22.5,Platanus hispanica
Bolzano,Platanus x hispanica,66.85,Cfa,22.5,Platanus hispanica
