city.name,species,diameter,height,climate,new.species
Madrid,Platanus hispanica,4.774648293,4,Csa,Platanus hispanica
Madrid,Olea europaea,17.50704374,3.5,Csa,Olea europaea
Madrid,Pinus pinea,11.4591559,5,Csa,Pinus pinea
Madrid,Pinus pinea,20.37183272,5,Csa,Pinus pinea
Madrid,Pinus pinea,14.32394488,5,Csa,Pinus pinea
Madrid,Morus sp.,7.957747155,3,Csa,Morus 
Madrid,Morus alba,4.774648293,2.5,Csa,Morus alba
Madrid,Ligustrum japonicum,6.68450761,4,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,8.276057041,4,Csa,Ligustrum japonicum
Madrid,Platanus hispanica,7.957747155,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.549296586,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.14084602,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,12.41408556,5.5,Csa,Platanus hispanica
Madrid,Robinia pseudoacacia,12.09577567,4.5,Csa,Robinia pseudoacacia
Madrid,Platanus hispanica,12.73239545,5.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.14084602,5.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.14084602,4.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,8.594366927,4.5,Csa,Platanus hispanica
Madrid,Robinia pseudoacacia,11.4591559,4,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,8.912676813,4,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.50422624,4.5,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.50422624,4.5,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.50422624,4.5,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.82253613,4.5,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.18591636,4.5,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,10.50422624,4,Csa,Robinia pseudoacacia
Madrid,Robinia pseudoacacia,14.32394488,5,Csa,Robinia pseudoacacia
Madrid,Platanus hispanica,7.321127382,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.867606472,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.4591559,5.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.14084602,4.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.18591636,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.867606472,4.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,8.912676813,4.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,5.092958179,3.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,5.092958179,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,4.774648293,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.4591559,7.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,5.092958179,3.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.82253613,6.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.50422624,6.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.82253613,7,Csa,Platanus hispanica
Madrid,Ligustrum lucidum,4.456338407,3.5,Csa,Ligustrum lucidum
Madrid,Especie sin determinar,20.05352283,1.5,Csa,NA
Madrid,Especie sin determinar,24.19155135,2,Csa,NA
Madrid,Especie sin determinar,6.366197724,4.5,Csa,NA
Madrid,Catalpa bignonioides,5.411268065,2.5,Csa,Catalpa bignonioides
Madrid,Especie sin determinar,7.002817496,4.5,Csa,NA
Madrid,Especie sin determinar,7.002817496,4.5,Csa,NA
Madrid,Catalpa bignonioides,5.092958179,4,Csa,Catalpa bignonioides
Madrid,Catalpa bignonioides,6.047887837,3.5,Csa,Catalpa bignonioides
Madrid,Catalpa bignonioides,7.002817496,4,Csa,Catalpa bignonioides
Madrid,Ulmus pumila,9.230986699,6,Csa,Ulmus pumila
Madrid,Ulmus pumila,11.77746579,5,Csa,Ulmus pumila
Madrid,Populus nigra,4.774648293,4,Csa,Populus nigra
Madrid,Ulmus pumila,12.41408556,5,Csa,Ulmus pumila
Madrid,Cupressus macrocarpa,8.276057041,4.5,Csa,Cupressus macrocarpa
Madrid,Casuarina cuninghamiana,15.27887454,6.5,Csa,Casuarina cunninghamiana
Madrid,Cupressus macrocarpa,7.957747155,4,Csa,Cupressus macrocarpa
Madrid,Acer platanoides,10.50422624,6,Csa,Acer platanoides
Madrid,Especie sin determinar,14.32394488,6.5,Csa,NA
Madrid,Ulmus pumila,17.50704374,3,Csa,Ulmus pumila
Madrid,Acacia dealbata,5.729577951,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,8.276057041,4,Csa,Acacia dealbata
Madrid,Cercis siliquastrum,6.68450761,4.5,Csa,Cercis siliquastrum
Madrid,Tilia platyphyllos,7.321127382,3.5,Csa,Tilia platyphyllos
Madrid,Cercis siliquastrum,5.411268065,3.5,Csa,Cercis siliquastrum
Madrid,Cercis siliquastrum,7.639437268,4,Csa,Cercis siliquastrum
Madrid,Cercis siliquastrum,6.366197724,3.5,Csa,Cercis siliquastrum
Madrid,Morus alba,5.411268065,3.5,Csa,Morus alba
Madrid,Platanus hispanica,5.092958179,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,12.73239545,7.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.14084602,7.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.230986699,7,Csa,Platanus hispanica
Madrid,Acacia dealbata,5.411268065,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,4.13802852,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.366197724,3.5,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.047887837,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,5.411268065,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.366197724,3,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.366197724,3.5,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.68450761,3.5,Csa,Acacia dealbata
Madrid,Acacia dealbata,4.774648293,2.5,Csa,Acacia dealbata
Madrid,Acacia dealbata,5.411268065,4,Csa,Acacia dealbata
Madrid,Acacia dealbata,5.411268065,3.5,Csa,Acacia dealbata
Madrid,Acacia dealbata,6.366197724,4,Csa,Acacia dealbata
Madrid,Acacia dealbata,4.13802852,3,Csa,Acacia dealbata
Madrid,Malus sp.,3.819718634,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,3.183098862,3,Csa,Malus 
Madrid,Malus sp.,3.183098862,2.5,Csa,Malus 
Madrid,Malus sp.,4.456338407,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,3.501408748,2.5,Csa,Malus 
Madrid,Malus sp.,3.819718634,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,4.13802852,3,Csa,Malus 
Madrid,Malus sp.,5.411268065,3,Csa,Malus 
Madrid,Pinus halepensis,6.366197724,3,Csa,Pinus halepensis
Madrid,Pinus halepensis,6.366197724,2.5,Csa,Pinus halepensis
Madrid,Pinus halepensis,8.276057041,3,Csa,Pinus halepensis
Madrid,Catalpa bignonioides,6.366197724,4,Csa,Catalpa bignonioides
Madrid,Malus sp.,3.501408748,2.5,Csa,Malus 
Madrid,Malus sp.,4.774648293,3,Csa,Malus 
Madrid,Malus sp.,4.774648293,3.5,Csa,Malus 
Madrid,Malus sp.,4.774648293,3,Csa,Malus 
Madrid,Malus sp.,5.092958179,3.5,Csa,Malus 
Madrid,Platanus hispanica,10.50422624,6,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.867606472,4.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.82253613,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,14.00563499,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.50422624,4.5,Csa,Platanus hispanica
Madrid,Ligustrum lucidum,5.092958179,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.092958179,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.092958179,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.092958179,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Platanus hispanica,4.774648293,3.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,4.456338407,3.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,5.092958179,3.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,4.774648293,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,4.13802852,3,Csa,Platanus hispanica
Madrid,Especie sin determinar,5.411268065,3,Csa,NA
Madrid,Especie sin determinar,5.411268065,3,Csa,NA
Madrid,Especie sin determinar,6.047887837,3,Csa,NA
Madrid,Especie sin determinar,5.411268065,2.5,Csa,NA
Madrid,Especie sin determinar,5.411268065,2.5,Csa,NA
Madrid,Especie sin determinar,5.411268065,3,Csa,NA
Madrid,Especie sin determinar,5.092958179,3,Csa,NA
Madrid,Especie sin determinar,5.729577951,3,Csa,NA
Madrid,Especie sin determinar,5.092958179,3,Csa,NA
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Morus sp.,4.456338407,3,Csa,Morus 
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.501408748,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.501408748,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,4.13802852,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.819718634,2.5,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.183098862,2,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.456338407,3.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Cercis siliquastrum,5.729577951,3.5,Csa,Cercis siliquastrum
Madrid,Malus sp.,5.411268065,3,Csa,Malus 
Madrid,Platanus hispanica,4.774648293,3.5,Csa,Platanus hispanica
Madrid,Cercis siliquastrum,5.092958179,3.5,Csa,Cercis siliquastrum
Madrid,Cercis siliquastrum,5.092958179,4,Csa,Cercis siliquastrum
Madrid,Ligustrum japonicum,6.68450761,3.5,Csa,Ligustrum japonicum
Madrid,Platanus hispanica,9.867606472,6.5,Csa,Platanus hispanica
Madrid,Ligustrum japonicum,5.729577951,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,5.729577951,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,5.411268065,3,Csa,Ligustrum japonicum
Madrid,Platanus hispanica,7.321127382,5,Csa,Platanus hispanica
Madrid,Sophora japonica,5.411268065,2.5,Csa,Styphnolobium japonicum
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,5.411268065,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,3.819718634,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,2.864788976,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Chamaerops humilis,26.41972055,3.5,Csa,Chamaerops humilis
Madrid,Chamaerops humilis,29.28450953,3.5,Csa,Chamaerops humilis
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,4.13802852,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.501408748,3,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.456338407,2.5,Csa,Ligustrum japonicum
Madrid,Morus nigra,8.912676813,3.5,Csa,Morus nigra
Madrid,Pinus pinea,15.91549431,5,Csa,Pinus pinea
Madrid,Pinus pinea,15.27887454,5,Csa,Pinus pinea
Madrid,Picea abies,2.546479089,1.7,Csa,Picea abies
Madrid,Olea europaea,11.77746579,3,Csa,Olea europaea
Madrid,Platanus hispanica,7.321127382,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,8.276057041,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.230986699,5,Csa,Platanus hispanica
Madrid,Especie sin determinar,21.64507226,2,Csa,NA
Madrid,Cupressus sempervirens,15.27887454,6.5,Csa,Cupressus sempervirens
Madrid,Cupressus sempervirens,10.82253613,5.5,Csa,Cupressus sempervirens
Madrid,Ligustrum lucidum,4.774648293,3.5,Csa,Ligustrum lucidum
Madrid,Olea europaea,19.73521294,2,Csa,Olea europaea
Madrid,Olea europaea,43.92676429,3,Csa,Olea europaea
Madrid,Olea europaea,47.10986316,4,Csa,Olea europaea
Madrid,Olea europaea,35.65070725,3.5,Csa,Olea europaea
Madrid,Quercus ilex,16.55211408,4.5,Csa,Quercus ilex
Madrid,Olea europaea,14.64225476,4,Csa,Olea europaea
Madrid,Ligustrum lucidum,6.366197724,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.002817496,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.047887837,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.68450761,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.366197724,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.002817496,3,Csa,Ligustrum lucidum
Madrid,Prunus cerasifera pisardii,3.819718634,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.819718634,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum lucidum,6.047887837,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum japonicum,5.092958179,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,4.13802852,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum lucidum,6.047887837,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.366197724,3,Csa,Ligustrum lucidum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum lucidum,5.092958179,3,Csa,Ligustrum lucidum
Madrid,Prunus cerasifera pisardii,4.13802852,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum lucidum,5.411268065,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Olea europaea,15.27887454,3.5,Csa,Olea europaea
Madrid,Pinus pinea,19.09859317,4.5,Csa,Pinus pinea
Madrid,Olea europaea,17.18873385,3.5,Csa,Olea europaea
Madrid,Prunus cerasifera pisardii,3.819718634,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,2.5,Csa,Ligustrum japonicum
Madrid,Olea europaea,22.28169203,4.5,Csa,Olea europaea
Madrid,Olea europaea,19.09859317,4.5,Csa,Olea europaea
Madrid,Prunus cerasifera pisardii,4.13802852,3.5,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Olea europaea,17.82535363,3,Csa,Olea europaea
Madrid,Prunus cerasifera pisardii,4.13802852,3.5,Csa,Prunus cerasifera
Madrid,Olea europaea,50.6112719,3,Csa,Olea europaea
Madrid,Ligustrum japonicum,5.092958179,3,Csa,Ligustrum japonicum
Madrid,Olea europaea,17.82535363,3,Csa,Olea europaea
Madrid,Prunus cerasifera pisardii,4.13802852,3.5,Csa,Prunus cerasifera
Madrid,Olea europaea,30.23943919,3,Csa,Olea europaea
Madrid,Olea europaea,25.14648101,3,Csa,Olea europaea
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,5.092958179,2.5,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,4.456338407,3.5,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,4.456338407,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,3.501408748,2.5,Csa,Prunus cerasifera
Madrid,Pinus halepensis,16.87042397,4.5,Csa,Pinus halepensis
Madrid,Prunus cerasifera pisardii,4.13802852,4,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.456338407,3,Csa,Ligustrum japonicum
Madrid,Prunus cerasifera pisardii,2.546479089,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,4.456338407,2.5,Csa,Ligustrum japonicum
Madrid,Morus sp.,4.13802852,3,Csa,Morus 
Madrid,Ligustrum japonicum,5.092958179,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,3.819718634,2.5,Csa,Ligustrum japonicum
Madrid,Morus sp.,4.456338407,3,Csa,Morus 
Madrid,Morus sp.,4.774648293,3,Csa,Morus 
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Morus sp.,4.456338407,3,Csa,Morus 
Madrid,Morus sp.,4.456338407,3,Csa,Morus 
Madrid,Morus sp.,7.957747155,3,Csa,Morus 
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Morus sp.,4.456338407,3,Csa,Morus 
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Morus sp.,4.774648293,3,Csa,Morus 
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Ligustrum japonicum,4.774648293,3.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Morus sp.,5.092958179,2.5,Csa,Morus 
Madrid,Morus sp.,4.774648293,2.5,Csa,Morus 
Madrid,Morus sp.,5.729577951,3,Csa,Morus 
Madrid,Morus sp.,5.729577951,3,Csa,Morus 
Madrid,Morus sp.,6.68450761,3.5,Csa,Morus 
Madrid,Ligustrum japonicum,3.819718634,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum lucidum,3.819718634,3,Csa,Ligustrum lucidum
Madrid,Prunus cerasifera pisardii,3.183098862,3,Csa,Prunus cerasifera
Madrid,Morus sp.,4.13802852,3.5,Csa,Morus 
Madrid,Morus sp.,4.456338407,3.5,Csa,Morus 
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,3.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,3.819718634,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,3.819718634,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,3.183098862,2.5,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.13802852,3,Csa,Ligustrum japonicum
Madrid,Ligustrum lucidum,4.456338407,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.456338407,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.774648293,3.5,Csa,Ligustrum lucidum
Madrid,Prunus cerasifera pisardii,3.501408748,3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,3.819718634,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,2.5,Csa,Ligustrum japonicum
Madrid,Morus sp.,4.13802852,3,Csa,Morus 
Madrid,Morus sp.,4.13802852,3,Csa,Morus 
Madrid,Ligustrum lucidum,5.092958179,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.774648293,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,3.819718634,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.13802852,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.774648293,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.774648293,3.5,Csa,Ligustrum lucidum
Madrid,Platanus hispanica,10.18591636,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,10.50422624,5.5,Csa,Platanus hispanica
Madrid,Platanus hispanica,7.639437268,4,Csa,Platanus hispanica
Madrid,Platanus hispanica,14.64225476,6,Csa,Platanus hispanica
Madrid,Platanus hispanica,14.96056465,6,Csa,Platanus hispanica
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Eliminado,5.411268065,3,Csa,NA
Madrid,Ligustrum lucidum,4.774648293,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.366197724,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.68450761,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.047887837,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.002817496,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,2.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.68450761,3,Csa,Ligustrum lucidum
Madrid,Platanus hispanica,9.230986699,6,Csa,Platanus hispanica
Madrid,Ligustrum lucidum,5.729577951,4,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,4.774648293,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.68450761,3.5,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.047887837,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.411268065,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.047887837,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.321127382,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,6.366197724,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.002817496,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,7.002817496,3,Csa,Ligustrum lucidum
Madrid,Ligustrum lucidum,5.729577951,3.5,Csa,Ligustrum lucidum
Madrid,Especie sin determinar,20.05352283,2,Csa,NA
Madrid,Cupressus sempervirens,9.867606472,7.5,Csa,Cupressus sempervirens
Madrid,Pinus pinea,15.27887454,4,Csa,Pinus pinea
Madrid,Ligustrum lucidum,4.13802852,3.5,Csa,Ligustrum lucidum
Madrid,Morus sp.,4.13802852,3,Csa,Morus 
Madrid,Morus sp.,5.092958179,3,Csa,Morus 
Madrid,Especie sin determinar,4.13802852,2.5,Csa,NA
Madrid,Especie sin determinar,4.456338407,3,Csa,NA
Madrid,Especie sin determinar,4.774648293,3,Csa,NA
Madrid,Especie sin determinar,4.456338407,2.5,Csa,NA
Madrid,Especie sin determinar,4.456338407,2.5,Csa,NA
Madrid,Especie sin determinar,5.092958179,2.5,Csa,NA
Madrid,Acer saccharinum,6.366197724,6,Csa,Acer saccharinum
Madrid,Acer saccharinum,6.68450761,6,Csa,Acer saccharinum
Madrid,Platanus hispanica,7.639437268,5,Csa,Platanus hispanica
Madrid,Platanus hispanica,9.549296586,6.5,Csa,Platanus hispanica
Madrid,Sophora japonica,11.14084602,6,Csa,Styphnolobium japonicum
Madrid,Sophora japonica,7.002817496,5,Csa,Styphnolobium japonicum
Madrid,Populus alba bolleana,7.321127382,3.5,Csa,Populus alba
Madrid,Populus alba bolleana,10.50422624,6.5,Csa,Populus alba
Madrid,Populus alba bolleana,18.4619734,14,Csa,Populus alba
Madrid,Pinus pinea,8.276057041,2.5,Csa,Pinus pinea
Madrid,Pinus pinea,9.867606472,2.5,Csa,Pinus pinea
Madrid,Pinus pinea,7.957747155,2.5,Csa,Pinus pinea
Madrid,Platanus hispanica,8.594366927,7,Csa,Platanus hispanica
Madrid,Platanus hispanica,11.77746579,8,Csa,Platanus hispanica
Madrid,Picea abies,2.546479089,1.8,Csa,Picea abies
Madrid,Platanus hispanica,8.594366927,6,Csa,Platanus hispanica
Madrid,Platanus hispanica,13.05070533,8,Csa,Platanus hispanica
Madrid,Cercis siliquastrum,7.639437268,3.5,Csa,Cercis siliquastrum
Madrid,Picea abies,2.546479089,1.8,Csa,Picea abies
Madrid,Platanus hispanica,11.14084602,8,Csa,Platanus hispanica
Madrid,Pinus pinea,17.50704374,6.5,Csa,Pinus pinea
Madrid,Eliminado,19.09859317,5,Csa,NA
Madrid,Prunus cerasifera pisardii,3.819718634,3.2,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.819718634,3.8,Csa,Prunus cerasifera
Madrid,Prunus cerasifera pisardii,3.819718634,2.3,Csa,Prunus cerasifera
Madrid,Ligustrum japonicum,5.092958179,3,Csa,Ligustrum japonicum
Madrid,Ligustrum japonicum,4.774648293,3,Csa,Ligustrum japonicum
